dateRep;day;month;year;cases;countriesAndTerritories;;;;;;
2020-09-12;12;9;2020;9406;France;;;;;;
2020-09-11;11;9;2020;9843;France;;;;;;
2020-09-10;10;9;2020;8577;France;;;;;;
2020-09-09;9;9;2020;6544;France;;;;;;
2020-09-08;8;9;2020;4203;France;;;;;;
2020-09-07;7;9;2020;7071;France;;;;;;
2020-09-06;6;9;2020;8550;France;;;;;;
2020-09-05;5;9;2020;8975;France;;;;;;
2020-09-04;4;9;2020;7157;France;;;;;;
2020-09-03;3;9;2020;7017;France;;;;;;
2020-09-02;2;9;2020;4982;France;;;;;;
2020-09-01;1;9;2020;3082;France;;;;;;
2020-08-31;31;8;2020;5413;France;;;;;;
2020-08-30;30;8;2020;5453;France;;;;;;
2020-08-29;29;8;2020;7379;France;;;;;;
2020-08-28;28;8;2020;6111;France;;;;;;
2020-08-27;27;8;2020;5429;France;;;;;;
2020-08-26;26;8;2020;3304;France;;;;;;
2020-08-25;25;8;2020;1955;France;;;;;;
2020-08-24;24;8;2020;4897;France;;;;;;
2020-08-23;23;8;2020;3602;France;;;;;;
2020-08-22;22;8;2020;4586;France;;;;;;
2020-08-21;21;8;2020;4771;France;;;;;;
2020-08-20;20;8;2020;3776;France;;;;;;
2020-08-19;19;8;2020;2238;France;;;;;;
2020-08-18;18;8;2020;493;France;;;;;;
2020-08-17;17;8;2020;3015;France;;;;;;
2020-08-16;16;8;2020;3310;France;;;;;;
2020-08-15;15;8;2020;2846;France;;;;;;
2020-08-14;14;8;2020;2669;France;;;;;;
2020-08-13;13;8;2020;2524;France;;;;;;
2020-08-12;12;8;2020;1397;France;;;;;;
2020-08-11;11;8;2020;4854;France;;;;;;
2020-08-10;10;8;2020;0;France;;;;;;
2020-08-09;9;8;2020;0;France;;;;;;
2020-08-08;8;8;2020;2288;France;;;;;;
2020-08-07;7;8;2020;1604;France;;;;;;
2020-08-06;6;8;2020;1695;France;;;;;;
2020-08-05;5;8;2020;1039;France;;;;;;
2020-08-04;4;8;2020;3376;France;;;;;;
2020-08-03;3;8;2020;0;France;;;;;;
2020-08-02;2;8;2020;0;France;;;;;;
2020-08-01;1;8;2020;1346;France;;;;;;
2020-07-31;31;7;2020;1377;France;;;;;;
2020-07-30;30;7;2020;1392;France;;;;;;
2020-07-29;29;7;2020;725;France;;;;;;
2020-07-28;28;7;2020;2551;France;;;;;;
2020-07-27;27;7;2020;0;France;;;;;;
2020-07-26;26;7;2020;0;France;;;;;;
2020-07-25;25;7;2020;1130;France;;;;;;
2020-07-24;24;7;2020;1062;France;;;;;;
2020-07-23;23;7;2020;998;France;;;;;;
2020-07-22;22;7;2020;584;France;;;;;;
2020-07-21;21;7;2020;2080;France;;;;;;
2020-07-20;20;7;2020;0;France;;;;;;
2020-07-19;19;7;2020;0;France;;;;;;
2020-07-18;18;7;2020;836;France;;;;;;
2020-07-17;17;7;2020;534;France;;;;;;
2020-07-16;16;7;2020;927;France;;;;;;
2020-07-15;15;7;2020;0;France;;;;;;
2020-07-14;14;7;2020;1625;France;;;;;;
2020-07-13;13;7;2020;0;France;;;;;;
2020-07-12;12;7;2020;0;France;;;;;;
2020-07-11;11;7;2020;658;France;;;;;;
2020-07-10;10;7;2020;621;France;;;;;;
2020-07-09;9;7;2020;663;France;;;;;;
2020-07-08;8;7;2020;475;France;;;;;;
2020-07-07;7;7;2020;1375;France;;;;;;
2020-07-06;6;7;2020;0;France;;;;;;
2020-07-05;5;7;2020;0;France;;;;;;
2020-07-04;4;7;2020;582;France;;;;;;
2020-07-03;3;7;2020;659;France;;;;;;
2020-07-02;2;7;2020;918;France;;;;;;
2020-07-01;1;7;2020;541;France;;;;;;
2020-06-30;30;6;2020;1324;France;;;;;;
2020-06-29;29;6;2020;0;France;;;;;;
2020-06-28;28;6;2020;0;France;;;;;;
2020-06-27;27;6;2020;1588;France;;;;;;
2020-06-26;26;6;2020;0;France;;;;;;
2020-06-25;25;6;2020;81;France;;;;;;
2020-06-24;24;6;2020;517;France;;;;;;
2020-06-23;23;6;2020;373;France;;;;;;
2020-06-22;22;6;2020;284;France;;;;;;
2020-06-21;21;6;2020;641;France;;;;;;
2020-06-20;20;6;2020;811;France;;;;;;
2020-06-19;19;6;2020;467;France;;;;;;
2020-06-18;18;6;2020;458;France;;;;;;
2020-06-17;17;6;2020;344;France;;;;;;
2020-06-16;16;6;2020;152;France;;;;;;
2020-06-15;15;6;2020;407;France;;;;;;
2020-06-14;14;6;2020;526;France;;;;;;
2020-06-13;13;6;2020;726;France;;;;;;
2020-06-12;12;6;2020;425;France;;;;;;
2020-06-11;11;6;2020;545;France;;;;;;
2020-06-10;10;6;2020;403;France;;;;;;
2020-06-09;9;6;2020;211;France;;;;;;
2020-06-08;8;6;2020;343;France;;;;;;
2020-06-07;7;6;2020;579;France;;;;;;
2020-06-06;6;6;2020;611;France;;;;;;
2020-06-05;5;6;2020;767;France;;;;;;
2020-06-04;4;6;2020;352;France;;;;;;
2020-06-03;3;6;2020;-766;France;;;;;;
2020-06-02;2;6;2020;338;France;;;;;;
2020-06-01;1;6;2020;257;France;;;;;;
2020-05-31;31;5;2020;1828;France;;;;;;
2020-05-30;30;5;2020;597;France;;;;;;
2020-05-29;29;5;2020;3325;France;;;;;;
2020-05-28;28;5;2020;191;France;;;;;;
2020-05-27;27;5;2020;276;France;;;;;;
2020-05-26;26;5;2020;358;France;;;;;;
2020-05-25;25;5;2020;115;France;;;;;;
2020-05-24;24;5;2020;240;France;;;;;;
2020-05-23;23;5;2020;403;France;;;;;;
2020-05-22;22;5;2020;318;France;;;;;;
2020-05-21;21;5;2020;418;France;;;;;;
2020-05-20;20;5;2020;524;France;;;;;;
2020-05-19;19;5;2020;492;France;;;;;;
2020-05-18;18;5;2020;120;France;;;;;;
2020-05-17;17;5;2020;372;France;;;;;;
2020-05-16;16;5;2020;563;France;;;;;;
2020-05-15;15;5;2020;622;France;;;;;;
2020-05-14;14;5;2020;507;France;;;;;;
2020-05-13;13;5;2020;708;France;;;;;;
2020-05-12;12;5;2020;456;France;;;;;;
2020-05-11;11;5;2020;209;France;;;;;;
2020-05-10;10;5;2020;433;France;;;;;;
2020-05-09;9;5;2020;642;France;;;;;;
2020-05-08;8;5;2020;629;France;;;;;;
2020-05-07;7;5;2020;4183;France;;;;;;
2020-05-06;6;5;2020;1104;France;;;;;;
2020-05-05;5;5;2020;576;France;;;;;;
2020-05-04;4;5;2020;308;France;;;;;;
2020-05-03;3;5;2020;794;France;;;;;;
2020-05-02;2;5;2020;604;France;;;;;;
2020-05-01;1;5;2020;1139;France;;;;;;
2020-04-30;30;4;2020;1607;France;;;;;;
2020-04-29;29;4;2020;1065;France;;;;;;
2020-04-28;28;4;2020;1195;France;;;;;;
2020-04-27;27;4;2020;461;France;;;;;;
2020-04-26;26;4;2020;1537;France;;;;;;
2020-04-25;25;4;2020;1773;France;;;;;;
2020-04-24;24;4;2020;1653;France;;;;;;
2020-04-23;23;4;2020;1827;France;;;;;;
2020-04-22;22;4;2020;2667;France;;;;;;
2020-04-21;21;4;2020;2051;France;;;;;;
2020-04-20;20;4;2020;785;France;;;;;;
2020-04-19;19;4;2020;2569;France;;;;;;
2020-04-18;18;4;2020;405;France;;;;;;
2020-04-17;17;4;2020;2641;France;;;;;;
2020-04-16;16;4;2020;2633;France;;;;;;
2020-04-15;15;4;2020;5497;France;;;;;;
2020-04-14;14;4;2020;2673;France;;;;;;
2020-04-13;13;4;2020;1613;France;;;;;;
2020-04-12;12;4;2020;3114;France;;;;;;
2020-04-11;11;4;2020;4342;France;;;;;;
2020-04-10;10;4;2020;4286;France;;;;;;
2020-04-09;9;4;2020;3881;France;;;;;;
2020-04-08;8;4;2020;3777;France;;;;;;
2020-04-07;7;4;2020;3912;France;;;;;;
2020-04-06;6;4;2020;1873;France;;;;;;
2020-04-05;5;4;2020;4267;France;;;;;;
2020-04-04;4;4;2020;5233;France;;;;;;
2020-04-03;3;4;2020;2116;France;;;;;;
2020-04-02;2;4;2020;4861;France;;;;;;
2020-04-01;1;4;2020;7578;France;;;;;;
2020-03-31;31;3;2020;4376;France;;;;;;
2020-03-30;30;3;2020;2599;France;;;;;;
2020-03-29;29;3;2020;4611;France;;;;;;
2020-03-28;28;3;2020;3809;France;;;;;;
2020-03-27;27;3;2020;3922;France;;;;;;
2020-03-26;26;3;2020;2931;France;;;;;;
2020-03-25;25;3;2020;2446;France;;;;;;
2020-03-24;24;3;2020;3838;France;;;;;;
2020-03-23;23;3;2020;1559;France;;;;;;
2020-03-22;22;3;2020;1847;France;;;;;;
2020-03-21;21;3;2020;1617;France;;;;;;
2020-03-20;20;3;2020;1861;France;;;;;;
2020-03-19;19;3;2020;1404;France;;;;;;
2020-03-18;18;3;2020;1097;France;;;;;;
2020-03-17;17;3;2020;1210;France;;;;;;
2020-03-16;16;3;2020;924;France;;;;;;
2020-03-15;15;3;2020;838;France;;;;;;
2020-03-14;14;3;2020;785;France;;;;;;
2020-03-13;13;3;2020;595;France;;;;;;
2020-03-12;12;3;2020;497;France;;;;;;
2020-03-11;11;3;2020;372;France;;;;;;
2020-03-10;10;3;2020;286;France;;;;;;
2020-03-09;9;3;2020;410;France;;;;;;
2020-03-08;8;3;2020;103;France;;;;;;
2020-03-07;7;3;2020;190;France;;;;;;
2020-03-06;6;3;2020;138;France;;;;;;
2020-03-05;5;3;2020;73;France;;;;;;
2020-03-04;4;3;2020;34;France;;;;;;
2020-03-03;3;3;2020;48;France;;;;;;
2020-03-02;2;3;2020;30;France;;;;;;
2020-03-01;1;3;2020;43;France;;;;;;
2020-02-29;29;2;2020;19;France;;;;;;
2020-02-28;28;2;2020;21;France;;;;;;
2020-02-27;27;2;2020;3;France;;;;;;
2020-02-26;26;2;2020;2;France;;;;;;
2020-02-25;25;2;2020;0;France;;;;;;
2020-02-24;24;2;2020;0;France;;;;;;
2020-02-23;23;2;2020;0;France;;;;;;
2020-02-22;22;2;2020;0;France;;;;;;
2020-02-21;21;2;2020;0;France;;;;;;
2020-02-20;20;2;2020;0;France;;;;;;
2020-02-19;19;2;2020;0;France;;;;;;
2020-02-18;18;2;2020;0;France;;;;;;
2020-02-17;17;2;2020;1;France;;;;;;
2020-02-16;16;2;2020;0;France;;;;;;
2020-02-15;15;2;2020;0;France;;;;;;
2020-02-14;14;2;2020;0;France;;;;;;
2020-02-13;13;2;2020;0;France;;;;;;
2020-02-12;12;2;2020;0;France;;;;;;
2020-02-11;11;2;2020;0;France;;;;;;
2020-02-10;10;2;2020;0;France;;;;;;
2020-02-09;9;2;2020;0;France;;;;;;
2020-02-08;8;2;2020;5;France;;;;;;
2020-02-07;7;2;2020;0;France;;;;;;
2020-02-06;6;2;2020;0;France;;;;;;
2020-02-05;5;2;2020;0;France;;;;;;
2020-02-04;4;2;2020;0;France;;;;;;
2020-02-03;3;2;2020;0;France;;;;;;
2020-02-02;2;2;2020;0;France;;;;;;
2020-02-01;1;2;2020;0;France;;;;;;
2020-01-31;31;1;2020;1;France;;;;;;
2020-01-30;30;1;2020;1;France;;;;;;
2020-01-29;29;1;2020;1;France;;;;;;
2020-01-28;28;1;2020;0;France;;;;;;
2020-01-27;27;1;2020;0;France;;;;;;
2020-01-26;26;1;2020;0;France;;;;;;
2020-01-25;25;1;2020;3;France;;;;;;
2020-01-24;24;1;2020;0;France;;;;;;
2020-01-23;23;1;2020;0;France;;;;;;
2020-01-22;22;1;2020;0;France;;;;;;
2020-01-21;21;1;2020;0;France;;;;;;
2020-01-20;20;1;2020;0;France;;;;;;
2020-01-19;19;1;2020;0;France;;;;;;
2020-01-18;18;1;2020;0;France;;;;;;
2020-01-17;17;1;2020;0;France;;;;;;
2020-01-16;16;1;2020;0;France;;;;;;
2020-01-15;15;1;2020;0;France;;;;;;
2020-01-14;14;1;2020;0;France;;;;;;
2020-01-13;13;1;2020;0;France;;;;;;
2020-01-12;12;1;2020;0;France;;;;;;
2020-01-11;11;1;2020;0;France;;;;;;
2020-01-10;10;1;2020;0;France;;;;;;
2020-01-09;9;1;2020;0;France;;;;;;
2020-01-08;8;1;2020;0;France;;;;;;
2020-01-07;7;1;2020;0;France;;;;;;
2020-01-06;6;1;2020;0;France;;;;;;
2020-01-05;5;1;2020;0;France;;;;;;
2020-01-04;4;1;2020;0;France;;;;;;
2020-01-03;3;1;2020;0;France;;;;;;
2020-01-02;2;1;2020;0;France;;;;;;
2020-01-01;1;1;2020;0;France;;;;;;
2019-12-31;31;12;2019;0;France;;;;;;
2020-12-14;14;12;2020;0;French_Polynesia;;;;;;
2020-12-13;13;12;2020;0;French_Polynesia;;;;;;
2020-12-12;12;12;2020;83;French_Polynesia;;;;;;
2020-12-11;11;12;2020;203;French_Polynesia;;;;;;
2020-12-10;10;12;2020;0;French_Polynesia;;;;;;
2020-12-09;9;12;2020;225;French_Polynesia;;;;;;
2020-12-08;8;12;2020;0;French_Polynesia;;;;;;
2020-12-07;7;12;2020;0;French_Polynesia;;;;;;
2020-12-06;6;12;2020;210;French_Polynesia;;;;;;
2020-12-05;5;12;2020;181;French_Polynesia;;;;;;
2020-12-04;4;12;2020;157;French_Polynesia;;;;;;
2020-12-03;3;12;2020;187;French_Polynesia;;;;;;
2020-12-02;2;12;2020;276;French_Polynesia;;;;;;
2020-12-01;1;12;2020;0;French_Polynesia;;;;;;
2020-11-30;30;11;2020;0;French_Polynesia;;;;;;
2020-11-29;29;11;2020;213;French_Polynesia;;;;;;
2020-11-28;28;11;2020;100;French_Polynesia;;;;;;
2020-11-27;27;11;2020;266;French_Polynesia;;;;;;
2020-11-26;26;11;2020;231;French_Polynesia;;;;;;
2020-11-25;25;11;2020;308;French_Polynesia;;;;;;
2020-11-24;24;11;2020;0;French_Polynesia;;;;;;
2020-11-23;23;11;2020;0;French_Polynesia;;;;;;
2020-11-22;22;11;2020;162;French_Polynesia;;;;;;
2020-11-21;21;11;2020;229;French_Polynesia;;;;;;
2020-11-20;20;11;2020;0;French_Polynesia;;;;;;
2020-11-19;19;11;2020;466;French_Polynesia;;;;;;
2020-11-18;18;11;2020;415;French_Polynesia;;;;;;
2020-11-17;17;11;2020;0;French_Polynesia;;;;;;
2020-11-16;16;11;2020;0;French_Polynesia;;;;;;
2020-11-15;15;11;2020;221;French_Polynesia;;;;;;
2020-11-14;14;11;2020;169;French_Polynesia;;;;;;
2020-11-13;13;11;2020;345;French_Polynesia;;;;;;
2020-11-12;12;11;2020;291;French_Polynesia;;;;;;
2020-11-11;11;11;2020;685;French_Polynesia;;;;;;
2020-11-10;10;11;2020;0;French_Polynesia;;;;;;
2020-11-09;9;11;2020;0;French_Polynesia;;;;;;
2020-11-08;8;11;2020;241;French_Polynesia;;;;;;
2020-11-07;7;11;2020;467;French_Polynesia;;;;;;
2020-11-06;6;11;2020;338;French_Polynesia;;;;;;
2020-11-05;5;11;2020;303;French_Polynesia;;;;;;
2020-11-04;4;11;2020;1384;French_Polynesia;;;;;;
2020-11-03;3;11;2020;0;French_Polynesia;;;;;;
2020-11-02;2;11;2020;0;French_Polynesia;;;;;;
2020-11-01;1;11;2020;0;French_Polynesia;;;;;;
2020-10-31;31;10;2020;0;French_Polynesia;;;;;;
2020-10-30;30;10;2020;769;French_Polynesia;;;;;;
2020-10-29;29;10;2020;0;French_Polynesia;;;;;;
2020-10-28;28;10;2020;634;French_Polynesia;;;;;;
2020-10-27;27;10;2020;62;French_Polynesia;;;;;;
2020-10-26;26;10;2020;0;French_Polynesia;;;;;;
2020-10-25;25;10;2020;0;French_Polynesia;;;;;;
2020-10-24;24;10;2020;698;French_Polynesia;;;;;;
2020-10-23;23;10;2020;489;French_Polynesia;;;;;;
2020-10-22;22;10;2020;62;French_Polynesia;;;;;;
2020-10-21;21;10;2020;751;French_Polynesia;;;;;;
2020-10-20;20;10;2020;0;French_Polynesia;;;;;;
2020-10-19;19;10;2020;0;French_Polynesia;;;;;;
2020-10-18;18;10;2020;62;French_Polynesia;;;;;;
2020-10-17;17;10;2020;162;French_Polynesia;;;;;;
2020-10-16;16;10;2020;62;French_Polynesia;;;;;;
2020-10-15;15;10;2020;322;French_Polynesia;;;;;;
2020-10-14;14;10;2020;0;French_Polynesia;;;;;;
2020-10-13;13;10;2020;497;French_Polynesia;;;;;;
2020-10-12;12;10;2020;0;French_Polynesia;;;;;;
2020-10-11;11;10;2020;0;French_Polynesia;;;;;;
2020-10-10;10;10;2020;402;French_Polynesia;;;;;;
2020-10-09;9;10;2020;0;French_Polynesia;;;;;;
2020-10-08;8;10;2020;62;French_Polynesia;;;;;;
2020-10-07;7;10;2020;0;French_Polynesia;;;;;;
2020-10-06;6;10;2020;264;French_Polynesia;;;;;;
2020-10-05;5;10;2020;0;French_Polynesia;;;;;;
2020-10-04;4;10;2020;0;French_Polynesia;;;;;;
2020-10-03;3;10;2020;174;French_Polynesia;;;;;;
2020-10-02;2;10;2020;124;French_Polynesia;;;;;;
2020-10-01;1;10;2020;0;French_Polynesia;;;;;;
2020-09-30;30;9;2020;0;French_Polynesia;;;;;;
2020-09-29;29;9;2020;334;French_Polynesia;;;;;;
2020-09-28;28;9;2020;0;French_Polynesia;;;;;;
2020-09-27;27;9;2020;0;French_Polynesia;;;;;;
2020-09-26;26;9;2020;0;French_Polynesia;;;;;;
2020-09-25;25;9;2020;0;French_Polynesia;;;;;;
2020-09-24;24;9;2020;0;French_Polynesia;;;;;;
2020-09-23;23;9;2020;0;French_Polynesia;;;;;;
2020-09-22;22;9;2020;14;French_Polynesia;;;;;;
2020-09-21;21;9;2020;47;French_Polynesia;;;;;;
2020-09-20;20;9;2020;62;French_Polynesia;;;;;;
2020-09-19;19;9;2020;19;French_Polynesia;;;;;;
2020-09-18;18;9;2020;55;French_Polynesia;;;;;;
2020-09-17;17;9;2020;26;French_Polynesia;;;;;;
2020-09-16;16;9;2020;72;French_Polynesia;;;;;;
2020-09-15;15;9;2020;146;French_Polynesia;;;;;;
2020-09-14;14;9;2020;0;French_Polynesia;;;;;;
2020-09-13;13;9;2020;0;French_Polynesia;;;;;;
2020-09-12;12;9;2020;96;French_Polynesia;;;;;;
2020-09-11;11;9;2020;0;French_Polynesia;;;;;;
2020-09-10;10;9;2020;84;French_Polynesia;;;;;;
2020-09-09;9;9;2020;0;French_Polynesia;;;;;;
2020-09-08;8;9;2020;17;French_Polynesia;;;;;;
2020-09-07;7;9;2020;0;French_Polynesia;;;;;;
2020-09-06;6;9;2020;62;French_Polynesia;;;;;;
2020-09-05;5;9;2020;36;French_Polynesia;;;;;;
2020-09-04;4;9;2020;0;French_Polynesia;;;;;;
2020-09-03;3;9;2020;23;French_Polynesia;;;;;;
2020-09-02;2;9;2020;46;French_Polynesia;;;;;;
2020-09-01;1;9;2020;107;French_Polynesia;;;;;;
2020-08-31;31;8;2020;0;French_Polynesia;;;;;;
2020-08-30;30;8;2020;0;French_Polynesia;;;;;;
2020-08-29;29;8;2020;67;French_Polynesia;;;;;;
2020-08-28;28;8;2020;0;French_Polynesia;;;;;;
2020-08-27;27;8;2020;43;French_Polynesia;;;;;;
2020-08-26;26;8;2020;0;French_Polynesia;;;;;;
2020-08-25;25;8;2020;74;French_Polynesia;;;;;;
2020-08-24;24;8;2020;0;French_Polynesia;;;;;;
2020-08-23;23;8;2020;0;French_Polynesia;;;;;;
2020-08-22;22;8;2020;4;French_Polynesia;;;;;;
2020-08-21;21;8;2020;0;French_Polynesia;;;;;;
2020-08-20;20;8;2020;21;French_Polynesia;;;;;;
2020-08-19;19;8;2020;0;French_Polynesia;;;;;;
2020-08-18;18;8;2020;19;French_Polynesia;;;;;;
2020-08-17;17;8;2020;26;French_Polynesia;;;;;;
2020-08-16;16;8;2020;0;French_Polynesia;;;;;;
2020-08-15;15;8;2020;16;French_Polynesia;;;;;;
2020-08-14;14;8;2020;11;French_Polynesia;;;;;;
2020-08-13;13;8;2020;6;French_Polynesia;;;;;;
2020-08-12;12;8;2020;71;French_Polynesia;;;;;;
2020-08-11;11;8;2020;0;French_Polynesia;;;;;;
2020-08-10;10;8;2020;0;French_Polynesia;;;;;;
2020-08-09;9;8;2020;0;French_Polynesia;;;;;;
2020-08-08;8;8;2020;0;French_Polynesia;;;;;;
2020-08-07;7;8;2020;0;French_Polynesia;;;;;;
2020-08-06;6;8;2020;0;French_Polynesia;;;;;;
2020-08-05;5;8;2020;0;French_Polynesia;;;;;;
2020-08-04;4;8;2020;0;French_Polynesia;;;;;;
2020-08-03;3;8;2020;0;French_Polynesia;;;;;;
2020-08-02;2;8;2020;0;French_Polynesia;;;;;;
2020-08-01;1;8;2020;0;French_Polynesia;;;;;;
2020-07-31;31;7;2020;0;French_Polynesia;;;;;;
2020-07-30;30;7;2020;0;French_Polynesia;;;;;;
2020-07-29;29;7;2020;0;French_Polynesia;;;;;;
2020-07-28;28;7;2020;0;French_Polynesia;;;;;;
2020-07-27;27;7;2020;0;French_Polynesia;;;;;;
2020-07-26;26;7;2020;0;French_Polynesia;;;;;;
2020-07-25;25;7;2020;0;French_Polynesia;;;;;;
2020-07-24;24;7;2020;0;French_Polynesia;;;;;;
2020-07-23;23;7;2020;0;French_Polynesia;;;;;;
2020-07-22;22;7;2020;0;French_Polynesia;;;;;;
2020-07-21;21;7;2020;0;French_Polynesia;;;;;;
2020-07-20;20;7;2020;0;French_Polynesia;;;;;;
2020-07-19;19;7;2020;0;French_Polynesia;;;;;;
2020-07-18;18;7;2020;0;French_Polynesia;;;;;;
2020-07-17;17;7;2020;0;French_Polynesia;;;;;;
2020-07-16;16;7;2020;0;French_Polynesia;;;;;;
2020-07-15;15;7;2020;0;French_Polynesia;;;;;;
2020-07-14;14;7;2020;0;French_Polynesia;;;;;;
2020-07-13;13;7;2020;0;French_Polynesia;;;;;;
2020-07-12;12;7;2020;0;French_Polynesia;;;;;;
2020-07-11;11;7;2020;0;French_Polynesia;;;;;;
2020-07-10;10;7;2020;0;French_Polynesia;;;;;;
2020-07-09;9;7;2020;0;French_Polynesia;;;;;;
2020-07-08;8;7;2020;0;French_Polynesia;;;;;;
2020-07-07;7;7;2020;0;French_Polynesia;;;;;;
2020-07-06;6;7;2020;0;French_Polynesia;;;;;;
2020-07-05;5;7;2020;0;French_Polynesia;;;;;;
2020-07-04;4;7;2020;0;French_Polynesia;;;;;;
2020-07-03;3;7;2020;0;French_Polynesia;;;;;;
2020-07-02;2;7;2020;0;French_Polynesia;;;;;;
2020-07-01;1;7;2020;0;French_Polynesia;;;;;;
2020-06-30;30;6;2020;0;French_Polynesia;;;;;;
2020-06-29;29;6;2020;0;French_Polynesia;;;;;;
2020-06-28;28;6;2020;0;French_Polynesia;;;;;;
2020-06-27;27;6;2020;2;French_Polynesia;;;;;;
2020-06-26;26;6;2020;0;French_Polynesia;;;;;;
2020-06-25;25;6;2020;0;French_Polynesia;;;;;;
2020-06-24;24;6;2020;0;French_Polynesia;;;;;;
2020-06-23;23;6;2020;0;French_Polynesia;;;;;;
2020-06-22;22;6;2020;0;French_Polynesia;;;;;;
2020-06-21;21;6;2020;0;French_Polynesia;;;;;;
2020-06-20;20;6;2020;0;French_Polynesia;;;;;;
2020-06-19;19;6;2020;0;French_Polynesia;;;;;;
2020-06-18;18;6;2020;0;French_Polynesia;;;;;;
2020-06-17;17;6;2020;0;French_Polynesia;;;;;;
2020-06-16;16;6;2020;0;French_Polynesia;;;;;;
2020-06-15;15;6;2020;0;French_Polynesia;;;;;;
2020-06-14;14;6;2020;0;French_Polynesia;;;;;;
2020-06-13;13;6;2020;0;French_Polynesia;;;;;;
2020-06-12;12;6;2020;0;French_Polynesia;;;;;;
2020-06-11;11;6;2020;0;French_Polynesia;;;;;;
2020-06-10;10;6;2020;0;French_Polynesia;;;;;;
2020-06-09;9;6;2020;0;French_Polynesia;;;;;;
2020-06-08;8;6;2020;0;French_Polynesia;;;;;;
2020-06-07;7;6;2020;0;French_Polynesia;;;;;;
2020-06-06;6;6;2020;0;French_Polynesia;;;;;;
2020-06-05;5;6;2020;0;French_Polynesia;;;;;;
2020-06-04;4;6;2020;0;French_Polynesia;;;;;;
2020-06-03;3;6;2020;0;French_Polynesia;;;;;;
2020-06-02;2;6;2020;0;French_Polynesia;;;;;;
2020-06-01;1;6;2020;0;French_Polynesia;;;;;;
2020-05-31;31;5;2020;0;French_Polynesia;;;;;;
2020-05-30;30;5;2020;0;French_Polynesia;;;;;;
2020-05-29;29;5;2020;0;French_Polynesia;;;;;;
2020-05-28;28;5;2020;0;French_Polynesia;;;;;;
2020-05-27;27;5;2020;0;French_Polynesia;;;;;;
2020-05-26;26;5;2020;0;French_Polynesia;;;;;;
2020-05-25;25;5;2020;0;French_Polynesia;;;;;;
2020-05-24;24;5;2020;0;French_Polynesia;;;;;;
2020-05-23;23;5;2020;0;French_Polynesia;;;;;;
2020-05-22;22;5;2020;0;French_Polynesia;;;;;;
2020-05-21;21;5;2020;0;French_Polynesia;;;;;;
2020-05-20;20;5;2020;0;French_Polynesia;;;;;;
2020-05-19;19;5;2020;0;French_Polynesia;;;;;;
2020-05-18;18;5;2020;0;French_Polynesia;;;;;;
2020-05-17;17;5;2020;0;French_Polynesia;;;;;;
2020-05-16;16;5;2020;0;French_Polynesia;;;;;;
2020-05-15;15;5;2020;0;French_Polynesia;;;;;;
2020-05-14;14;5;2020;0;French_Polynesia;;;;;;
2020-05-13;13;5;2020;0;French_Polynesia;;;;;;
2020-05-12;12;5;2020;0;French_Polynesia;;;;;;
2020-05-11;11;5;2020;0;French_Polynesia;;;;;;
2020-05-10;10;5;2020;0;French_Polynesia;;;;;;
2020-05-09;9;5;2020;0;French_Polynesia;;;;;;
2020-05-08;8;5;2020;0;French_Polynesia;;;;;;
2020-05-07;7;5;2020;0;French_Polynesia;;;;;;
2020-05-06;6;5;2020;2;French_Polynesia;;;;;;
2020-05-05;5;5;2020;0;French_Polynesia;;;;;;
2020-05-04;4;5;2020;0;French_Polynesia;;;;;;
2020-05-03;3;5;2020;0;French_Polynesia;;;;;;
2020-05-02;2;5;2020;0;French_Polynesia;;;;;;
2020-05-01;1;5;2020;0;French_Polynesia;;;;;;
2020-04-30;30;4;2020;0;French_Polynesia;;;;;;
2020-04-29;29;4;2020;0;French_Polynesia;;;;;;
2020-04-28;28;4;2020;1;French_Polynesia;;;;;;
2020-04-27;27;4;2020;0;French_Polynesia;;;;;;
2020-04-26;26;4;2020;0;French_Polynesia;;;;;;
2020-04-25;25;4;2020;0;French_Polynesia;;;;;;
2020-04-24;24;4;2020;0;French_Polynesia;;;;;;
2020-04-23;23;4;2020;0;French_Polynesia;;;;;;
2020-04-22;22;4;2020;1;French_Polynesia;;;;;;
2020-04-21;21;4;2020;1;French_Polynesia;;;;;;
2020-04-20;20;4;2020;0;French_Polynesia;;;;;;
2020-04-19;19;4;2020;0;French_Polynesia;;;;;;
2020-04-18;18;4;2020;0;French_Polynesia;;;;;;
2020-04-17;17;4;2020;0;French_Polynesia;;;;;;
2020-04-16;16;4;2020;0;French_Polynesia;;;;;;
2020-04-15;15;4;2020;0;French_Polynesia;;;;;;
2020-04-14;14;4;2020;2;French_Polynesia;;;;;;
2020-04-13;13;4;2020;2;French_Polynesia;;;;;;
2020-04-12;12;4;2020;0;French_Polynesia;;;;;;
2020-04-11;11;4;2020;0;French_Polynesia;;;;;;
2020-04-10;10;4;2020;0;French_Polynesia;;;;;;
2020-04-09;9;4;2020;4;French_Polynesia;;;;;;
2020-04-08;8;4;2020;6;French_Polynesia;;;;;;
2020-04-07;7;4;2020;0;French_Polynesia;;;;;;
2020-04-06;6;4;2020;1;French_Polynesia;;;;;;
2020-04-05;5;4;2020;1;French_Polynesia;;;;;;
2020-04-04;4;4;2020;2;French_Polynesia;;;;;;
2020-04-03;3;4;2020;0;French_Polynesia;;;;;;
